%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211500, 2015/05/8 16:25:46.10)
1 14 9.551477e+00 1.009935e+00 9.713806e-05 9.713806e-05 9.865091e-05 9.904587e-05 9.915897e-05 9.953937e-05 9.959419e-05 9.962826e-05 9.962826e-05 9.962826e-05 9.973047e-05 1.001249e-04 1.004402e-04 1.011933e-04 1.019546e-04 1.049747e-04 9.999064e-03 1.000741e-02 1.004114e-02 9.958597e-02 9.976279e-02 9.818222e-01 1.009935e+00 
2 27 9.146784e+00 1.015383e+00 9.643301e-05 9.643301e-05 9.732660e-05 9.784254e-05 9.861909e-05 9.885408e-05 9.905388e-05 9.922338e-05 9.938856e-05 9.986781e-05 1.000830e-04 1.003199e-04 1.009380e-04 1.016043e-04 1.027312e-04 1.053138e-04 9.934705e-03 9.966213e-03 1.015364e-02 9.884009e-02 9.970571e-02 9.794020e-01 1.015383e+00 
3 40 8.786274e+00 1.018363e+00 9.542172e-05 9.542172e-05 9.645454e-05 9.676322e-05 9.787251e-05 9.816519e-05 9.880319e-05 9.907667e-05 9.927137e-05 9.936787e-05 9.957002e-05 1.003897e-04 1.009842e-04 1.018626e-04 1.027254e-04 1.063248e-04 9.857463e-03 9.953998e-03 1.018879e-02 9.835508e-02 9.966104e-02 9.756129e-01 1.018363e+00 
4 53 8.232431e+00 1.020642e+00 9.488554e-05 9.488554e-05 9.607515e-05 9.654395e-05 9.738864e-05 9.760850e-05 9.871449e-05 9.889443e-05 9.921708e-05 9.940126e-05 9.980310e-05 1.001324e-04 1.013012e-04 1.022277e-04 1.023563e-04 1.071319e-04 9.756582e-03 9.948082e-03 1.016660e-02 9.814988e-02 9.955498e-02 9.713663e-01 1.020642e+00 
5 66 8.025868e+00 1.017124e+00 9.432080e-05 9.432080e-05 9.531081e-05 9.625233e-05 9.673867e-05 9.715852e-05 9.778148e-05 9.821870e-05 9.886203e-05 9.936917e-05 9.997720e-05 1.006304e-04 1.018837e-04 1.020631e-04 1.065905e-04 1.087125e-04 9.757539e-03 9.880063e-03 1.011374e-02 9.776558e-02 9.933625e-02 9.723924e-01 1.017124e+00 
6 79 7.772436e+00 1.006984e+00 9.387438e-05 9.387438e-05 9.522447e-05 9.582296e-05 9.673629e-05 9.703640e-05 9.771361e-05 9.799829e-05 9.823578e-05 9.905703e-05 1.009302e-04 1.011262e-04 1.023754e-04 1.042290e-04 1.060103e-04 1.090533e-04 9.721710e-03 9.905274e-03 1.008763e-02 9.717789e-02 9.925180e-02 9.668910e-01 1.006984e+00 
7 92 7.584803e+00 1.011427e+00 9.258264e-05 9.258264e-05 9.473649e-05 9.538622e-05 9.583647e-05 9.676244e-05 9.746321e-05 9.835199e-05 9.845127e-05 9.946700e-05 1.003963e-04 1.017171e-04 1.028151e-04 1.046466e-04 1.059713e-04 1.083209e-04 9.709613e-03 9.897813e-03 1.010058e-02 9.674558e-02 9.892420e-02 9.630726e-01 1.011427e+00 
8 105 7.627692e+00 1.018538e+00 9.134228e-05 9.134228e-05 9.158960e-05 9.405684e-05 9.530012e-05 9.598162e-05 9.717901e-05 9.800974e-05 9.821349e-05 9.904758e-05 1.005135e-04 1.016185e-04 1.024385e-04 1.045320e-04 1.075510e-04 1.086792e-04 9.768853e-03 9.865615e-03 1.004608e-02 9.651087e-02 9.896709e-02 9.601861e-01 1.018538e+00 
9 118 7.946341e+00 1.014220e+00 9.031224e-05 9.031224e-05 9.091754e-05 9.378504e-05 9.437429e-05 9.575594e-05 9.665119e-05 9.762599e-05 9.814300e-05 9.985249e-05 1.006945e-04 1.013918e-04 1.030024e-04 1.042831e-04 1.082356e-04 1.114501e-04 9.769270e-03 9.798586e-03 1.005833e-02 9.754043e-02 9.896411e-02 9.561428e-01 1.014220e+00 
10 131 8.109991e+00 1.009882e+00 8.960145e-05 8.960145e-05 9.080072e-05 9.257076e-05 9.404169e-05 9.516080e-05 9.577608e-05 9.777199e-05 9.907662e-05 9.932985e-05 1.002791e-04 1.005261e-04 1.029181e-04 1.033890e-04 1.079640e-04 1.132258e-04 9.592118e-03 9.807838e-03 1.002910e-02 9.801268e-02 9.865201e-02 9.592335e-01 1.009882e+00 
11 144 8.328343e+00 1.007136e+00 8.903387e-05 8.903387e-05 9.080970e-05 9.260706e-05 9.445960e-05 9.463808e-05 9.626385e-05 9.742254e-05 9.880914e-05 9.961979e-05 1.001663e-04 1.016581e-04 1.024882e-04 1.035227e-04 1.075779e-04 1.150830e-04 9.593830e-03 9.900056e-03 1.004335e-02 9.773429e-02 9.835913e-02 9.562401e-01 1.007136e+00 
12 157 8.471325e+00 1.001726e+00 8.816962e-05 8.816962e-05 9.034044e-05 9.248327e-05 9.328168e-05 9.450987e-05 9.658170e-05 9.719941e-05 9.865066e-05 9.979744e-05 1.004758e-04 1.017245e-04 1.027636e-04 1.038763e-04 1.088253e-04 1.159046e-04 9.628931e-03 9.877467e-03 1.010257e-02 9.774797e-02 9.793766e-02 9.654621e-01 1.001726e+00 
