%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211500, 2015/05/8 16:25:46.10)
1 14 9.551477e+00 0 0 9.531927e-04 9.577517e-04 9.613997e+00 9.551270e-04 9.555845e-04 9.509039e-04 9.518771e-01 9.549767e-04 9.513076e-04 9.567383e-02 9.553902e-02 9.505766e-04 9.411036e+00 9.522181e-01 9.524064e-04 9.818753e-04 9.558722e-04 9.582679e-04 9.501420e-04 9.516099e-04 9.566692e-04 9.579572e-02 
2 27 9.146784e+00 0 0 9.066740e-04 9.146084e-04 9.229592e+00 9.111261e-04 9.114657e-04 9.178829e-04 9.053006e-01 9.104868e-04 9.020083e-04 9.123891e-02 9.112562e-02 9.219918e-04 9.018010e+00 9.108011e-01 9.126130e-04 9.417602e-04 9.101650e-04 9.133043e-04 9.107313e-04 9.079803e-04 9.132753e-04 9.258526e-02 
3 40 8.786274e+00 0 0 8.659544e-04 8.773228e-04 8.896715e+00 8.701081e-04 8.714175e-04 8.788685e-04 8.653565e-01 8.740030e-04 8.526176e-04 8.753047e-02 8.676456e-02 8.883682e-04 8.624816e+00 8.745102e-01 8.721669e-04 9.076461e-04 8.747854e-04 8.769639e-04 8.739738e-04 8.681742e-04 8.779304e-04 8.936171e-02 
4 53 8.232431e+00 0 0 8.087670e-04 8.215126e-04 8.343385e+00 8.196658e-04 8.161306e-04 8.191079e-04 8.102183e-01 8.214192e-04 7.965692e-04 8.197539e-02 8.039849e-02 8.276665e-04 8.058214e+00 8.174540e-01 8.139116e-04 8.544911e-04 8.191408e-04 8.190890e-04 8.170563e-04 8.132271e-04 8.260498e-04 8.360302e-02 
5 66 8.025868e+00 0 0 7.866461e-04 8.052237e-04 8.122283e+00 7.907146e-04 7.983357e-04 8.079763e-04 7.853877e-01 8.060612e-04 7.752875e-04 7.980291e-02 7.839004e-02 8.097835e-04 7.846963e+00 7.966234e-01 7.937964e-04 8.349516e-04 7.974673e-04 8.014377e-04 7.989736e-04 7.957689e-04 8.060215e-04 8.068754e-02 
6 79 7.772436e+00 0 0 7.607172e-04 7.805851e-04 7.793966e+00 7.594464e-04 7.772448e-04 7.846086e-04 7.585176e-01 7.726762e-04 7.498431e-04 7.753846e-02 7.572894e-02 7.956707e-04 7.549033e+00 7.685572e-01 7.655231e-04 8.094272e-04 7.767457e-04 7.828346e-04 7.744438e-04 7.749442e-04 7.799338e-04 7.776830e-02 
7 92 7.584803e+00 0 0 7.386246e-04 7.582180e-04 7.645459e+00 7.447296e-04 7.588719e-04 7.648952e-04 7.372567e-01 7.614457e-04 7.240579e-04 7.535525e-02 7.410394e-02 7.793916e-04 7.331916e+00 7.471510e-01 7.420590e-04 7.852525e-04 7.593643e-04 7.633989e-04 7.587428e-04 7.531794e-04 7.554530e-04 7.594594e-02 
8 105 7.627692e+00 0 0 7.402680e-04 7.535542e-04 7.729811e+00 7.475617e-04 7.602801e-04 7.635317e-04 7.425234e-01 7.717025e-04 7.229461e-04 7.553302e-02 7.482498e-02 7.824464e-04 7.365425e+00 7.488840e-01 7.311796e-04 7.877928e-04 7.642182e-04 7.561885e-04 7.638335e-04 7.597011e-04 7.604699e-04 7.610311e-02 
9 118 7.946341e+00 0 0 7.682055e-04 7.840157e-04 8.004349e+00 7.791725e-04 7.925877e-04 7.911556e-04 7.807531e-01 8.207086e-04 7.526517e-04 7.869366e-02 7.774221e-02 8.138906e-04 7.655724e+00 7.809659e-01 7.741279e-04 8.159009e-04 7.949940e-04 7.873741e-04 7.959874e-04 7.899604e-04 7.922576e-04 7.907755e-02 
10 131 8.109991e+00 0 0 7.767890e-04 8.002793e-04 8.146576e+00 7.957366e-04 8.068353e-04 8.087345e-04 7.983200e-01 8.392254e-04 7.681339e-04 8.063014e-02 7.797283e-02 8.228045e-04 7.824940e+00 7.970286e-01 7.846598e-04 8.307980e-04 8.061026e-04 8.102279e-04 8.124272e-04 8.019982e-04 8.040743e-04 8.020990e-02 
11 144 8.328343e+00 0 0 7.961060e-04 8.181602e-04 8.326197e+00 8.218143e-04 8.283791e-04 8.299834e-04 8.180169e-01 8.760881e-04 7.888547e-04 8.249881e-02 8.074561e-02 8.486832e-04 8.028192e+00 8.157163e-01 8.075766e-04 8.506113e-04 8.362355e-04 8.258618e-04 8.336794e-04 8.313202e-04 8.251575e-04 8.291503e-02 
12 157 8.471325e+00 0 0 8.102636e-04 8.283978e-04 8.435879e+00 8.405497e-04 8.360730e-04 8.448220e-04 8.297265e-01 8.961562e-04 7.972951e-04 8.399846e-02 8.270927e-02 8.597638e-04 8.230302e+00 8.287286e-01 8.188351e-04 8.756059e-04 8.502807e-04 8.398319e-04 8.463176e-04 8.451513e-04 8.521701e-04 8.434009e-02 
